iter	Passed	Remaining
778	6770054	1920644
779	6778851	1911983
780	6787457	1903269
781	6796439	1894659
782	6804577	1885815
783	6813013	1877054
784	6821486	1868305
785	6830080	1859589
786	6836075	1850170
787	6844968	1841539
788	6853504	1832812
789	6862588	1824232
790	6870956	1815461
791	6879816	1806820
792	6887829	1797958
793	6896014	1789142
794	6904241	1780338
795	6912935	1771656
796	6921655	1762981
797	6929911	1754188
798	6938591	1745503
799	6947033	1736758
800	6954468	1727764
801	6963123	1719075
802	6971649	1710354
803	6978829	1701306
804	6987283	1692571
805	6996221	1683954
806	7004507	1675179
807	7013240	1666512
808	7021481	1657729
809	7029978	1649007
810	7038530	1640298
811	7047356	1631653
812	7056376	1623053
813	7064835	1614323
814	7073771	1605702
815	7082135	1596952
816	7090576	1588219
817	7099202	1579529
818	7107706	1570811
819	7116600	1562180
820	7124780	1553393
821	7133704	1544768
822	7142498	1536114
823	7151223	1527445
824	7159910	1518768
825	7167852	1509934
826	7175758	1501095
827	7183120	1492145
828	7191427	1483394
829	7200442	1474789
830	7209086	1466107
831	7217688	1457417
832	7226023	1448674
833	7233416	1439744
834	7241672	1430989
835	7250113	1422271
836	7258892	1413619
837	7267227	1404881
838	7276305	1396287
839	7284921	1387604
840	7293637	1378939
841	7302100	1370227
842	7310475	1361500
843	7319538	1352900
844	7328356	1344254
845	7337349	1335640
846	7346140	1326988
847	7354803	1318313
848	7363626	1309667
849	7372123	1300962
850	7380820	1292294
851	7389432	1283610
852	7398167	1274947
853	7406869	1266279
854	7415098	1257531
855	7423398	1248796
856	7431223	1239982
857	7439790	1231294
858	7448701	1222662
859	7457303	1213979
860	7464510	1205072
861	7473115	1196392
862	7481320	1187648
863	7489788	1178948
864	7498481	1170283
865	7506924	1161579
866	7516009	1152974
867	7524385	1144261
868	7530641	1135228
869	7539412	1126578
870	7548072	1117911
871	7556813	1109257
872	7565057	1100529
873	7572557	1091695
874	7581029	1083004
875	7589076	1074252
876	7597934	1065616
877	7606385	1056923
878	7615155	1048275
879	7623164	1039522
880	7631187	1030773
881	7640095	1022144
882	7649046	1013520
883	7657895	1004882
884	7665914	996135
885	7674627	987480
886	7682880	978766
887	7691520	970101
888	7700110	961431
889	7708490	952734
890	7717391	944102
891	7725766	935406
892	7734499	926754
893	7742321	917993
894	7751044	909340
895	7760028	900717
896	7767870	891962
897	7776098	883253
898	7784139	874525
899	7793117	865901
900	7800797	857135
901	7809672	848501
902	7818706	839883
903	7827581	831247
904	7836526	822618
905	7845045	813945
906	7853731	805288
907	7861052	796494
908	7869751	787840
909	7878049	779147
910	7886851	770504
911	7895615	761857
912	7904108	753184
913	7912611	744512
914	7921185	735847
915	7930151	727219
916	7937603	718452
917	7946410	709810
918	7954787	701129
919	7962787	692416
920	7971553	683770
921	7980159	675111
922	7989080	666477
923	7997634	657814
924	8006053	649139
925	8014384	640458
926	8023105	631808
927	8030567	623061
928	8038926	614385
929	8047575	605731
930	8056055	597065
931	8064517	588398
932	8072305	579683
933	8080577	571004
934	8089365	562362
935	8098186	553722
936	8106371	545038
937	8114697	536365
938	8123052	527695
939	8131178	519011
940	8140053	510375
941	8148943	501739
942	8157028	493054
943	8164842	484355
944	8173243	475691
945	8181908	467043
946	8190400	458385
947	8199094	449739
948	8205335	440961
949	8213748	432302
950	8221424	423606
951	8229289	414922
952	8237922	406277
953	8245832	397597
954	8254308	388946
955	8263095	380309
956	8271135	371639
957	8279674	362991
958	8288152	354342
959	8296848	345702
960	8305773	337070
961	8314502	328431
962	8323450	319800
963	8330911	311112
964	8339864	302482
965	8348252	293830
966	8356447	285173
967	8365179	276534
968	8373714	267889
969	8382463	259251
970	8390774	250599
971	8399525	241961
972	8407369	233298
973	8416068	224658
974	8424512	216013
975	8432865	207365
976	8438887	198663
977	8447477	190025
978	8454982	181363
979	8463241	172719
980	8471628	164078
981	8480317	155443
982	8487881	146789
983	8496540	138155
984	8505597	129526
985	8514203	120891
986	8522199	112247
987	8530651	103611
988	8539281	94976
989	8547109	86334
990	8553326	77679
991	8561806	69046
992	8570448	60416
993	8578287	51780
994	8586525	43148
995	8594978	34517
996	8603590	25888
997	8612407	17259
998	8620802	8629
999	8629708	0
